id;text;result
836;- Zu viel Verkehr, nicht velofreundlich genug (z.B der ständig übervolle Parkplatz am Bahnhof...) - die steigende Unsicherheit - dass man tag täglich von gewalttätigen Ueberfällen in der Zeitung liest, dass Velos am laufmeter gestohlen werden (und das von der Polizei irgendwie einfach akzeptiert wird). Mir wurde letzte Woche den Rucksack aus dem Velokörbli geklaut, da habe ich erfahren, dass auch so was mehrmals pro Woche passiert. Diese Entwicklung finde ich traurig und besorgniseregend. - dass, es noch so viel zu machen gibt in Richtung mediteranisierung! Jedes Mal, wenn ich im Sommer nach einem Aufenthalt in z.B. einer französichen oder italienischen Stadt nach Basel zurückkehre, bin ich ein bisschen deprimiert! Warum sind zum Besipiel immer noch alle Plätze in Basel einfach leer?! Da gehören doch endlich Tische, Stühle, Drinks und Leben hin! - die Schwimmbad-Situation! Gott sei Dank haben wir jetzt im Winter die Eglisee-Halle, die anständige Oeffungszeiten anbietet. Bitte, bitte, lasst das so bleiben bis das neue Bad endlich irgendwann mal steht. Eine Stadt wie Basel braucht als absolutes Minimum ein grosses 50m Bad, mit langen Oeffnnungszeiten für die Oeffentlichkeit. Im Sommer ist es eine Schande, dass die Oeffentlichkeit nach 18:00 nicht mehr richtig schwimmen gehen kann (da Joggeli-50m Bahn für die Vereine reserviert).;[5, 7, 23, 28, 29, 34, 45]
837;Sehr schlechte Verkehrsanbindung an Riehen (es sollte nicht sein, dass es 30min braucht vom sbb nach Riehen, besonders am Wochenende) Zu viele Demos, teilweise nicht unter Kontrolle;[5, 38]
838;Die enorme Überbauung, alles wird zubetoniert, freie Plätze für Pärke und Natur werden zu Betonhügel. Basel verändert sich zur Grossstadt und verliert den Scharm;[15, 21, 34, 44]
839;Wenige Probleme generell Littering auf den Strassen Verkehr in der Innenstadt Noch mehr fürs Velo machen, bitte Wieso kein Badesee (Baggersee) im Wiesenareal (60% Naturschutzzone, 40 Badebereich);[5, 15, 16, 21]
840;Teure Wohnungen und Luftqualität;[3, 16]
841;1- Baustelle nämlich Sanierung... 2-jede ecke ein Bettler... 3-an der Claraplatz Nacht ca. 22:00Uhr sehr gefährlich zum laufen, weil jede ecke 2- 3 ( ich weiss nicht genau wie sie sagen darf) dunkel Haut Leute, Sie verkaufen sie irgend was... dass haben so wie ich viele Leute sind unzufrieden etc.;[36, 48, 23]
842;Parkplatze suchen!;[7]
843;Verkehrspolitik die zu Verkehrskollaps führt Gewalt / Kriminalität;[5, 23]
848;Kriminalität in einzelnen Quartieren, Innenstadtsterben (Lädelistärbe), schwach geförderter, zu langsamer und zu teurer ÖV, zu hohe Mietkosten, zu wenig grosse Wohnungen, VIEL zu hohe Preise für Steiern, Mieten, Wohnen, Krankenkassen erc.!;[3, 6, 8, 15, 16, 23, 26, 31]
851;Linke wirtschaftsfeindliche Politik, Kriminalität;[30, 23]
852;Mangelnde Sicherheit in gewissen Quartieren, Es wird z.B. bei unbewilligten Demo's nicht durchgegriffen. Zu viele Baustellen Es wird von den Behörden zuviel Geld ausgegeben für Dinge, die wenig bringen (z.B. Pflästerung der Freien Strasse, Änderungen in der Trottoirgestaltung bzw. Verkehrsfluss Basel ist in den letzten Jahren zur Provinz geworden - -kleinkariertes Denken, keine grosszügigen Lösungen z.B. im Vergleich zur Entwicklung in Zürich.;[23, 36, 30, 14]
853;Wohnknappheit;[3]
854;Baustellen, Sauberkeit,Parkplätze,keine Muttersprache baseldytsch, grosser Anteil Ausländer, Toleranz,Rücksicht,e-trottinett und Velos parkieren willkürlich, regeln im Strassenverkehr;[5, 7, 16, 20, 23, 46]
857;Hohe Steuerbelastung  Baustellen und Verkehr/Verkehrssicherheit;[1, 36, 5]
858;Velosicherheit. Altpapier/ recycling;[5, 46]
859;Parkraumbewirtschaftung;[7]
864;zuviele Baustellen, Littering, Bettler;[15, 36, 48]
865;Keiner Kompostabfallsack;[15, 46]
866;Not many shops, so I am mainly purchasing online. Difficult in learning German as Swiss German is spoken on the street. Bike has not being a priority. There is lack of bike lanes, parking space (including with a chariot) and cars do not respect much the bikes.;[2, 8, 9, 16, 17, 20, 27]
873;teurer unterhalt bezahlbarer wohnraum  In BS ist für eine junge Person 20-30 Jahre alt, mit ca 4500.-/5500.-  einkommen monatlich, das leben ziemlich schwierig. Die Steuern sind hoch, die Mieten sind hoch, Krankenkassenbeiträge  sind hoch und individualverkehr (eig. Auto) ist einerseits hoch, andererseits unattraktiv weil Parkplätze sind rar und zu teuer. ÖV ist zwar vorhanden aber eigentlich keine alternative, weil es ist nicht schneller, nicht wirklich günstig und es ist teilweise eine mischung aus kuriositätenkabinett und zirkus.;[2, 3, 4, 5, 6, 7]
876;Bettler, vor allem bei den SBB Basel;[48]
878;Kriminalität, schlechte Polizei, schlechte Regierung;[23, 30]
879;Diebstahl von Eigentum;[23]
881;Monotonie (Eintönigkeit) in der Gestaltung und Erhaltung von Gebäuden;[14]
882;1) Sicherheit - Kriminell und auf der Strasse (Fussgänger sind gegenüber Velo- und eBikes im Nachsehen) 2) zu rot-grün 3) Einkommensteuer;[23, 30]
885;Wir leben in einer sehr privilegierten Stadt, von Problemen kann man hier nur bedingt sprechen, bzw. sind es Schwierigkeiten, die in jeder Stadt vorkommen.;[98]
886;Baustellen;[36]
887;Gewalt gegen Frauen. Es gab ein paar Vergewaltigungsfälle in meiner Nachbarschaft, die mir ein Gefühl der Unsicherheit gegeben haben, wie ich mich noch nie zuvor in meinem Quartier gefühlt habe. Mangel an angemessenen Integrationsstrategien, insbesondere von Migranten, die aus eher marginalen Verhältnissen stammen. Dafür soll die Stadt zuständig sein. Mehr Grünflächen. Grüne Gebäude. Mehr Live-Musik, Konzerte, Festivals und öffentliches Leben. Mehr Unterstützung für die Profis in den kreativen Bereichen. Mehr Investitionen in die psychische Gesundheit. Mehr Körper-Geist-Seele-Bewusstsein bei der Gestaltung von Lebensräumen.;[23, 22, 21, 28, 30, 29, 32, 10, 15, 16, 17, 18, 19, 20, 24, 25, 26, 27, 31, 34, 35, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 47, 48]
890;Die grossen Baustellen.;[36]
893;Viel zu viele Demo. Verstofte ÖV Hohe Kriminalität;[6, 23]
895;Teure Krankenkassenprämien. Hohe Steuern. Zuviel Platz für Autos und zu wenig für Fahrräder.;[1, 2, 4, 5]
897;-Bettlersituation -fast keine öffentlichen Orte wie Cafés, die sich gut zum Lernen oder so eignen+zu teuer -überall Baustellen, die viel zu lange dauern -es werden keine schönen Häuser mehr gebaut, nur noch langweilige Neubauten;[27, 36, 42]
563;Die vielen und ewigen Baustellen. Ladensterben. Bettler.;[36, 26, 48]
899;Viel zu hohe Steuern, höchste Eigentumssteuer der CH, höchste eigenmietwerte, höchste Dividenden Besteuerung. Alle umliegenden Kantone sind massiv günstiger.  Falsche Priorität bei der Polizei;[1, 3, 23]
900;zahlbare Wohnungen, zu viel Beton, versiegelte Böden, kein Platz für Velos (Gefahr auf der Strasse);[3, 5]
901;Kriminalität;[23]
1467;keine zahlbaren Wohnungen! Nicht nur für Familien sondern auch für ältere Menchen und Jugendliche;[3, 23]
1469;Baustellen;[36]
1471;Viele Roche bedingte Bauarbeiten und Schatten;[11, 36]
1473;Wohnungsmarkt, hundezugängkichkeit parks;[3, 21]
1474;-sicherheit am Abend;[23]
1476;Knapper Wohnraum, Verkehrs-und Parksituation für Radfahrer, integrative Schule;[3, 5, 26]
1477;Mietpreise  Parkplätze Allgemeine Kosten;[3, 7, 2]
1482;Dass Hunde in Parks nicht erlaubt sind. Wo sollen die Basler Hunde hin? Einfach extrem schlechte Planung der Grünfläche.;[21]
1483;Die Steuern sind viel zu hoch Viel zu wenig Parkplätz;[1, 7]
1484;Baustellen... Keine 10 m sind sie voneinander entfernt und es werden immer mehr.   Velo/Scooter Fahrer benehmen sich rücksichtslos und haben meist keine Ahnung wie man sich im Strassen Verkehr verhaltet.   Parkplätze sind mangelware egal ob Wettstein oder Dreispitz.;[5, 7]
1489;Weiß nicht;[-99]
1490;- Unbändigen und gefährlichen Velos und E-scooter!   -  Mangel an Schwimbäder (Hallen und Garten, 50m)  -  Hohe Steuer, die nicht so korrekt benutz  -   erhöhte Kriminalität (Einbrüche, Anschläge, uzw).   -  Vollige Öv -  Verschlechtete Sauberkeit -  Verschlechtete Verkehrssicherheit, besonders wegen Velos und E-Scooter - Ewiger Bau am Strassen!;[5, 15, 17, 24, 27, 36]
1491;Migration, Schulen, Ausgesteuerte Personen;[22, 25, 33, 47]
1492;der verkehrstau;[5]
1493;Verkehrslärm. Bezahlbare Wohnungen.;[3, 17]
1494;Es gibts fast keine mehr Geschäfte  so wie früher.;[26]
1496;zu viele baustellen probleme mit G% überstrahlung;[36, 98]
1497;Kriminalität und der grosse Ausländeranteil;[23, 20]
1498;Überall Baustellen! Man sollte Baustellen erst fertig stellen, dann eine neue beginnen! z. B. Freie Strasse!;[36]
1501;Im Gundeli ist es die Verkehrssituation und fehlende öffentliche Begegnungsorte (abgesehen vom Tellplatz), insbesondere mit Kindern;[5, 10, 21]
1502;überall Baustellen welche zu lange dauern bis sie fertig sind.;[36]
1503;Müllverbrennung mitten in der Stadt und in der Nacht riecht es nach verbrennten Autos und man muss Fenster schließen.;[15, 17]
1504;Verkehr, Baustellen, Lärm in der Stadt, Abgase, Ladensterben;[5, 16, 37, 18, 26]
1505;Einkaufsmöglichkeiten, alle Schulen sind in die nähe, Arbeitsplatz auch.;[2, 25, 28]
1507;Razismu,;[45]
1508;Vergleichsweise zu hohe Steuern im Vergleich zur Agglomeration. Viele Baustellen. Kriminalität dürfte tiefer sein. Medizinische Grundversorgung zunehmend schlechter. Hier ist kein Plan kommuniziert wie das behoben wird.;[1, 24, 31]
1510;Die wachsende Kriminalität;[23]
1511;Sicherheit, bezahlbarer Wohnraum;[3, 23]
1512;Wohnungsnot und mangelnder günstiger Wohnraum, wenig Gärten, Lärmbelastung in den Quartieren durch Parkplatzsuche und Besucher am Rhein;[3, 7, 17, 21]
1513;Kriminalität;[23]
1514;Die Sicherheit und die Überfremdung!;[23, 45]
1515;Hoher Anteil krimineller Einwanderer, vermüllte Quartiere, hohe Kriminalität.  In bestimmten Quartieren fühlt man sich als Europäer mit christlicher Tradition in Minderheit.  Frauen und Männer gleichwohl können sich in der Nacht nivht in Sicherheit in bestimmten Stadtteilen bewegen. In vielen Schulen ist der Fachunterricjht kaum möglich. Lehrer sind mit massiven disziplinarischen Problemen beschäftigt. Der Schulstoff ind Allgemeinbildung bleibt auf der Strecke. Eine Generation wächst auf, die zu der hiesigen Kultur und Tradition keine Verbindung hat.;[20, 23, 24, 25]
1516;das angebot an shopping, restaurants,  und hohe steuern;[2, 10]
1519;Überforderte und schlecht besetze Polizei und Pflege zu viele spezialärzte zu viele teure Therapien;[23, 31]
1520;Parkplatz in Quartier sind schwer zu finden.;[7]
1523;Verkehrssituation. Zu viele Autos. ÖV bleibt im Stau stecken.;[5, 6]
1528;Laut Medien Kriminalität;[23]
1530;Früher hatte ich nie ein Bedenken als Frau, wenn ich spät am Abend draussen war. Jetzt fühle ich mich nicht mehr so wohl und sicher. Es hat mehr Menschen mit phsychischen Störungen, die auch frei herum laufen ältere Leute wie auch Junge. Meine Mutter wurde letztens dumm angemacht von einer Frau die herum geschrien hat im Tram. Es hat auch sehr viele die betteln und verfolgen fast einen.;[23, 38]
1531;Kosten im schweizweiten Vergleich, zb. Krankenkasse usw.;[2, 4]
1540;Integration in der Schule. Integration in der Gesellschaft. Wohnungssituation.;[22, 25, 30, 34]
1541;Sicherheit im öffentlichen Raum, Sicherheit für Velofahrer;[23]
1543;Arbeitslosigkeit;[8]
1544;Hohe mietzinse  Parkplatzmöglichkeiten;[3, 7]
1545;Kindererziehung! Boom der Kitas, Eltern geben Verantwortung ab - Vernachlässigte, abgeschobene Kinder. Stresslevel bei Kindergartenkindern schon zu hoch. Man müsste alles entschleunigen, Kinder brauchen Zeit zum Spielen & (zuhause!) Sein. Gestresste Kinder sind mehr krank (sagen auch die Kinderärzte) und die Lehrer sind immer gestresster, weil sie immer mehr Problemkinder haben plus gestresste Eltern...;[28, 25]
1548;Konsum von Alkohol und illegalen Drogen in der Öffentlichkeit, die Zunahme der Bettler, und der Verkehr;[24, 46, 5]
1553;Regierung zu links, zu wenig wirtschaftsfreundlich;[30, 98]
1554;Sicherheit! Vor einigen Jahren bin ich immer ohne Bedenken Nachts nach Hause gelaufen (von der Innen Stadt zum Allschwilerplatz). Das mache ich heute nicht mehr. Ich fühle mich deutlich unsicherer! Die Stadt wirkt teilweise verdreckt. Bspw wirkt der Boden auf der mittleren Brücke sehr dreckig (Urinspuren), die Brücke ist eines der besonderen Wahrzeichen von Basel. Die Leute tragen keine Sorge dazu!  Es gibt definitiv zu viele Bettler.  Zu viele Baustellen gleichzeitig. Und warum dauern diese immer solange?! Sogar Deutschland schafft es in wenigen Monaten einen Flüssiggasterminal zu bauen (Dank dem Willen aller involvierten Behörden). Dagegen ist die Freie Strasse ein erbärmliches negatives Gegenbeispiel. Basel ist eine sehr lebenswerte Stadt, aber man muss auch Sorge tragen, dass es so bleibt. M.E. tut die Politik zu wenig bzgl. den oben erwähnten Punkten. Vielleicht würde es helfen die Bürokratie abzubauen und unnötige Departemente zu streichen, kommt letztendlich allen Steuerzahlenden zu Gute.;[15, 16, 17, 24, 36, 37, 38, 45, 48, 30]
1555;Velowege sollten ausgebaut werden, Spitalparking bitte günstiger anbieten für Langzeitpatienten.;[5, 7]
1556;Schlechte Parksituation, viel Baustellen;[7, 36]
1558;Gewaltbereitschaft einzelner Fussballfans und an pol. Demos.;[37]
1559;- Häufigere Busse in der Hauptverkehrszeit bis 21:00 Uhr. - Mehr Straßen mit Tempo 20 und Tempo 30. Höhere Steuern auf Autos zur Förderung des öffentlichen Nahverkehrs, des Radfahrens, des Gehens und der gemeinsamen Mobilität: Mobilität. - Die Tagesstrukturen - Volksschulen Basel-Stadt sollte mehr Platz haben, um ganzjährig neue Kinder aufnehmen zu können. - Höher und dichter bauen, um das Wohnungsangebot zu erhöhen, damit die Wohnungspreise niedrig bleiben und es möglich ist, Eigentümer zu werden. - Der Bau eines schnellen Transitsystems zwischen den Vororten, wie die Metro in Lausanne, oder schnellere und häufigere Züge, die die Vororte mit dem Stadtzentrum verbinden, wie in Zürich. Ermutigender für den Klimawandel: unempfindlich gegenüber isolierten Gebäuden und Solaranlagen. - Bezahlen Sie die Leute für die Umschulung auf einen notwendigen Beruf wie Krankenschwester und Hochbau (Solarinstallation) und lassen Sie zahlreiche Schließungen auf nutzlose Ausbildung keinen Job bringen.;[5, 6, 8, 10, 15, 16, 23, 24, 26, 27, 28, 30, 31]
1560;Parking, street noise, driving licence,;[5, 17, 7]
1562;Teure Miete;[3: Wohnkosten, Wohnungsmangel]
1564;Ausländeranteil;[20]
1565;Günstiger Wohnraum kaum noch zu finden. Krankekassenprämien zu hoch. Arbeit für nichteuropäische Person mit B Bewilligung und Bachelor kaum zu finden -> Deutschkurse zu teuer.;[3, 4, 8]
1566;La migración;[22]
1567;litering;[15]
1569;Le fait de ne pas donner d emploi aux gens. Pourtant il ya des postes à pourvoir. Mais ils ont leurs priorités.  On ne donne pas la chance à tout le monde . Comme moi j'ai un Master mais je n arrive pas a trouver du travail du fait que j'ai trop fait d'études.;[8, 9]
1573;Mehr Kulturangebote, Freizeitangebote Sehr viele Baustellen;[10, 36]
1576;Zu wenig Hallenbäder [sollte aber nicht anstelle des Musical Theaters gebaut werden];[10, 14]
1578;Die vielen Baustellen! Die behindertengerechten Tramstationen mit erhöhten Trottoirs, die jedoch super gefährlich für Velofahrer sind und daher evtl. wieder zurückgesetzt werden? Kosten bzw. Budget-Planung der Steuergelder! Die bis 2025 geplante Umsetzung der Klima-Initiative, die nur auf kantonaler, jedoch nicht auf eidgenössischer Ebene stattfinden wird und somit das Budget des Basler Steuerzahlers in jeder Beziehung enorm strapazieren wird.;[3, 6, 15, 16, 18, 30, 33, 36, 44]
1579;Wohnungen zu teuer;[3]
1581;Littering Zu viele Baustellen Wenn Baustellen, dauert es viel zu lange. Manchmal passiert tagelang nichts.;[15, 36]
1582;bezahlbare Wohnungen;[3]
1583;Ueberbevölkerung, Ausländeranteil, zu viele Demonstrationen,;[2, 20, 38]
1586;Die Wohnungen sind zu teuer, zu grosse Zuwanderung von Expats dank Novartis, Roche und Co. die in ihrer eigenen Bubble leben. Menschen mit geringeren Einkommen werden zusehends verdrängt, das stört mich. Wie unabhängig kann die Politik sein, wenn grosse geldmächtige Firmen indirekt doch das Sagen haben? Wie demokratisch ist Basel wirklich?;[3, 20, 30]
1590;Die vielen auf Jahrzehnte hinaus lästigen und lärmigen Baustellen.;[36: Baustellen, 17: Lärm, Fluglärm]
1591;Zu wenig Wohnungen und zu teuer, sowohl Miete als auch Kauf. Kinderbetreuung/Kitabeiträge zu hoch, Belastung für Familien zu hoch. Steuern und Krankenkassenbeiträge zu hoch. Zu viele Drogendealer am Rhein und am Claraplatz.;[3, 8, 12, 24]
1594;Kriminalität Baustellen Steuergeld Management (Bauprojekte, Sozialpolitik) Hohe Steuern;[23, 36, 1]
1595;Zu hohe Steuern für Einzelpersonen ohne Kinder. Zu wenig kostenlose ohne sehr günstige Angebote für Jugendliche un Familien im Freizeitbereich , mit kleinem Portemonaie. ÖV für Familien zu teuer.;[1, 2, 6]
1598;Hooligans, gewaltbereite Gruppen;[37]
1600;Verkehr, das zu viele Restaurants am Sonntag und Montag geschlossen sind;[5, 10]
1601;Drogenkriminalität Kriminaltourismus Täter werden immer jünger;[23, 37]
1604;Verkehrskonzept allgemein, Parkplatzsituation, Bettler in der Innenstadt;[5, 7, 45]
1606;Fachkräftemangel;[8]
1607;Die Polizei bietet einen mitunter sehr schlechten Service: 1.) unfreundliches bishin zu aggressivem Verhalten gegenüber Opfern, die Anzeige erstatten wollen (z.B. wurde mir als Opfer bei der Aufnahme meiner Anzeige vorgeworfen, ich sei selbst Schuld an der Tat, die mir wiederfahren ist, also eine Täter-Opfer-Umkehr, meiner Schilderung des Tatvorwurfs wurde kein Glauben geschenkt, ich wurde massiv verbal angegriffen, sodass ich die Erstattung der Anzeige abbrechen und eine andere Dienststelle aufsuchen musste). 2.) Notrufe werden zum Teil nicht ernst genommen und die Polizei kommt viel zu spät (z.B. habe ich den Notruf aufgrund von lauten, andauernden Hilfeschreien in der Nachbarschaft angerufen. Die Polizei kam erst nach 30-40 Minuten und nahm den Fall nicht ernst, obwohl tatslächlich ein medizinischer Notfall vorlag.) 3.) Bei Anrufen wegen Lärmbelästigung oder Lärm durch Autoposer will die Polizei nicht vorbeikommen, wiel sie wichtigeres zu tun hat. 4.) Im Erlenmattquartier gibt es eine sehr hohe Kriminalitätsrate und ein geringes Mass an öffentlicher Sicherheit. Die Milchkästen werden systematisch durchsucht und systematisch Pakete geklaut. Unbefugte Personen dringen immer wieder in die Häuser und Keller ein und stehlen dort Velos, Pakete, Schuhe etc. In den Kellern der Häuser konsumieren Unbefugte immer wieder Drogen. Die Polizei unterimmt sehr wenig.  Im ganzen Kleinbasel gibt es ein hohes Mass an Baulärm und Verkehrslärm (z.B. durch Autoposer). In meinem Haus im Erlenmattquartier befindet sich ein Tanzstudio, das zu wenig für Lärmdemmung und Schallpegelbeschränkung tut. Die Lärmbelästigung in den Mietswohnungen ist unerträglich. Das Amt für Umwelt und Energie macht in all diesen Fällen wenig.  Die Universität Basel ist unterfinanziert und bietet schlechte Arbeitsbedingungen, v.a. für den Mittelbau.  Teilweise schlechter Service durch Migrationsamt Basel-Stadt, Unterbesetzt, sehr lange Wartezeiten, kaum Möglichkeiten direkt mit Sachbearbeitern zu sprechen (fast nur indirekt über Einwohneramt, welches keine inhaltliche Expertise hat, was zu Fehlern führt).;[23, 24, 31, 33, 36, 43, 48]
1609;Die Polizei, die nichts für die Sicherheit tut, aber alle Autofahrer schikaniert. Der Stadtpräsident Die links-grüne Regierung, welche die Sozialbezüger fördert, ohne Anreize zu schaffen, aus diesem System herauszukommen. Der familiäre Filz in der Justiz, in der Polizei die schnöde Herablassung gegenüber dem redlichen Bürger. Zu viele Beamte, die sich gegenseitig Arbeit produzieren! Die unendliche und sich stetig wiederholende Bauerei (Tiefbau)!;[23, 30, 37, 36]
1610;Litteringproblematik... Müll macht Müll ... etwas mehr Unterstützung bei der Vermeidung von Litteringmüll durch die immer gleichen 3 -5 % Uneinsichtige... die müsste man mal etwas systematischer, kreativer, effizienter in die Pflicht nehmen. Zusammen mit www.aktionpinguin.ch wäre dies relativ einfach möglich.. ohne einen Polizeistaat dafür zu schaffen...Und ja: Müll macht Müll... und Verwahrlosung im Kleinen führt zu Exzessen auf verschiedenen Gebieten (Gewalt, Verwahrlosung gewisser Strassen...) Politik könnte etwas realistischer werden...;[15: Sauberkeit, Abfallentsorgung, Littering, 23: Kriminalität, öffentliche Sicherheit, Einbrüche, Polizei, 30: Regierung, Verwaltung, Politik]
1611;Die 10000. von Baustellen und Umleitungen.;[36]
1612;Ich verstehe nicht, weshalb es soviele Bettler (Romas) in Basel hat. Ich finde dies unangenehm. Ich finde, dass die vielen Polizeieinsätzte bei den Fussballspielern indirekt nicht durch Steuerbezahler bezahlt werden müssen. Schade, dass es überhaupt solche Schlägeridioten gibt.;[23, 48]
1614;das Verkehrs-/ Autobahnlärm-/ Parkplatzproblem;[17, 7]
1618;Steuerlast;[1]
1619;Für Jugend & Kultur wird zu wenig unternommen. Dafür werden immer mehr Altersheime gebaut. (Vor allem in Riehen);[10, 28]
1621;Verkehrssituation in den Quartieren: Durch Abbau von immer mehr Parkplätzen bzw. blauen Zonen, wenigen Parkhäusern im Allgemeinen bei gleichzeitig günstigen Angeboten für Park-Tageskarten (viel günstiger als Tagesraten in Parkhäusern) für Auswärtige wird die Situation für Anwohner:innen mit Auto immer präkerer, da die wenigen vorhandenen Parkplätze dann auch noch von Auswertigen Fahrzeugen besetzt sind, Grünflächen, von denen es nur wenige und nicht wirklich zentral in der Stadt gibt, Aufwertung der Wohnquartiere bspw. durch Renovationen und zusammenlegungen von Wohnungen, die Menschen mit schwächeren Einkommen vertreibt (das Matthäus-Quartier ist ein aktuell gutes Beispies dafür);[5, 7, 21]
1624;Nicht;[-99]
1625;Polizeieinsätze;[23]
1626;Verhalten der Velofahrer, Abstellen der Roller Teilweise Unsauberkeit durch Müll oder Hundekot.;[5, 15]
1627;Sicherheit, Sauberkeit, hohes Preisniveau;[15, 17, 2]
1628;- hohe Steuern - hohe Krankenkasse;[1, 4]
1630;Kriminalität, viele Leute, die nur an sich denken, „Volksverblödung“, sehr Links orientiert und eine Haltung, dass jeder alles darf, und eine Haltung: „die anderen sind Schuld“;[23, 33, 19, 20, 30]
1631;Wohnungssituation, Wohnungsangebote;[3]
1632;Ich weiss nicht;[-99]
1634;Zuviel unnötiger motorisierter Verkehr, alle Strassen sind zugestopft mit parkierten Fahrzeugen, zu wenig Grün in gewissen Quartieren, Wohnen ist für viele beinahe unerschwinglich, die Gesundheitskosten sind irre hoch.....;[5, 7, 8, 10, 15, 23, 24, 26, 29, 31]
1637;Hohe Steuern- und Krankenversicherungskosten, Abfall im Quartier;[1, 4, 15]
1638;Kaum günstiger Wohnraum Velo wird vom individual Verkehr verdrängt, Sicherheit nimmt ab.;[2, 5, 7]
1639;Kriminalität;[23]
1643;Alimente Zahlen für Frauen die Arbeiten !;[3, 32]
1644;Ganz störend ist der Claraplatz geworden,da ich mich als rentner oft mit Freunde treffe um ein caffe ,Bier zu trinken,sind  die penetranten Rom`s,die für mich persönlich auch das Stadtbild ruinieren.Die unsicherheit in der nacht mit den Drogendealer die sich von Claraplatz bis Kaserne aufhalten ( da auch ein Freund von mir schonmal ausgeraubt wurde) ! Noch zu erwàhnen ist das hoche Lebensstandart.Basel ist sehr sehr teuer geworden(was miete,essen,Krankenkasse)  und als Rentner ohne die unterstützung meines Sohnes,nicht durch die runde kommen würde!;[3, 7, 23, 29, 32]
1646;Steuersatz;[1]
1650;Die hohe Kriminalitätsrate auf der Strasse.;[23]
1651;tagsüber viel Lärm durch Straßenarbeiten, In der Innerstadt: Nachts viel Lärm durch Musik, Raves und Versammlungen junger Leute mit lauter Musik und viel Alkoholkonsum.  Viele Bettler in der Innenstadt.  Kleiner Polizeieinsatz.;[17, 37, 48]
1652;Hohe Steuern für Familien Sicherheit;[1, 23]
1653;Parkplatz, tägliche Arbeiter, die aus anderen Ländern zur Arbeit kommen.;[7, 8, 20]
1656;House prices and availability. There are not many houses available on the market thelat are very good for families, there are a lot of small apartments instead of houses (like semi-detached or single houses). The prices to buy are way to high and the rents are also quite high. For the few good size houses available the price is really high, I would almost say unaffordable.;[3: Wohnkosten, Wohnungsmangel]
1657;- Wohnungsknappheit - Hohe Mieten - Lädelisterben in der Innenstadt - Einige Quartiere in Kleinbasel haben einen höheren ausländischen Bevölkerungsanteil als die Quartiere in Grossbasel. Ich finde eine Diversifikation der Quartiere wichtig.;[3, 8, 26, 33, 45]
1658;Demonstrationen aller Art, Sicherheit in der Nacht;[23]
1660;Nista;[-99]
1661;Expensive public transport - individual tickets;[5, 6]
1663;Sportauspuffanlagen und entsprechendes Klientel E-Roller und kids die Einhändig das Natel in der Hand durch den Verkehr irren E-Roller die kreuz und quer auf denm Trottoir liegen Mietzins zu hoch die Preise im Ausgang;[5, 6, 7, 8, 10, 15, 16, 18, 27, 28, 33, 46]
1667;Erz.dept: Schlechte Schulen! Stures Absitzen der Praesenzzeit, Veraltete Lehrformen, null Digitalisierung!, LP haben keine Ahnung von Blended Learning, Schulen  bereiten  in keinster Weisen auf Arbeitsleben vor, sinnloses Bulimielernen.  Keine Covidpravention in Schulen, fehlende Diskussion zum Thema Saubere Luft in Innenraemen. Ruecksichtslose lernresistente Politik macht unsere Jugend krank, vgl. Langzeitfolgen SARS1.  Politik verschwendet Geld fuer unnuetze Stadtbildverschoenerungen. Baudept verlocht Steuergelder durch Mismanagement.;[25, 30, 34, 35, 36, 37, 38, 44, 45, 48]
1668;Die hohen Kriminalitätsraten und Vandalismus.;[23, 48]
1669;Ich finde es sollten (besonders für jugendliche) bessere hang-out-spots offeriert werden. Ein gut gelegenes Areal zur eigenen Bewirtschaftung/ Gestalltung von Jungen (u30) für Junge. Je mehr sich die Jugend gesehen und akzeptiert fühlt desto angenehmer verhalten sie sich.   Ausserdem sehe ich eine grosse Kluft zwischen der älteren Bevölkerung und der zeitgenössischen Bevölkerung. Regelmässig beobachte ich Unverständnis (und extremeres) gegenüber anderen Kulturen.   Aber das sins gesellschaftliche Probleme, die weit verbreitet sind. Was man dagegen machen kann steht in den Sternen aber ich denke dass Begegnungen und Orte zur Interaktion zwischen verschiedenen Generationen, Kulturen und politischen Einstellungen unserer gespaltenen Gesellschaft gut tun würde.;[10, 22, 23, 33, 45]
1670;In bestimmten Quartieren extrem Schmutzig. Trotz Neubauten sind gerade solche Quartieren überhaupt nicht attraktiv zum wohnen, weil der teuere Wohnungsmieten zur Aussenumgebung nicht gerechtfertigt sind.  Das sind meist die extrem Multikulti-Quartiere. Diese Bewohner-innen sollten hinsichtlich Sauberkeitsgepflogenheiten geschult werden.;[15, 20]
1672;Wenig Arbeitsangebot;[8, 9]
1673;der Verkehr: 30 Zone sollen abgeschaft werden, und Autobahn soll flüssiger werden.  Das Jobangebot: Zürich zentralisiert zu vielen Finanzjob;[5, 8]
1674;Baustellen;[36]
1675;die unglaublich vielen Baustellen, die Gesundheitsversorgung und die Unterstützung der Spitäler.;[31, 36]
1676;Weiss nicht;[-99]
1677;Mangel an guten zahlbaren Wohnungen für Familien;[3]
1678;Wenig bezahlbare Wohnangebote;[3]
1679;Steuern;[1]
1682;Drogen;[24]
1684;Werkverkehr, Parkplatzangebote, zu teure Wohnungen Wohnkosten, Strassenlärm;[6, 7, 3, 18, 17]
